#,0=FMV,0=horizontal,,0=left,from left to right,,,,,,,,,,,,,,-1=no amp,-1=no amp,,,,,,,,,
#,1=MRD,1=vertical,,1=right,from bottom to top,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,0=bottom,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,1=top,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITLE_LINE
channel_num,detector_system,orientation,layer,side,num,x (center),y (center),z (center),x width,y width,z width,Rack,TDC slot,TDC channel,Discrim. slot,Discrim. ch,Patch Panel Row,Patch Panel Col,Amp Slot,Amp Channel,hv_crate,hv_slot,hv_channel,nominal HV,polarity,PMT type,cable label,paddle label,notes
280,1,1,11,0,4,-60.9,-65.25,446.77,20,130.2,0.6,8,17,4,16,5,11,5,1,27,2,4,4,-1500,-1,,MRD_x04_y00_z11,MRD_x04_y00_z11,
281,1,1,11,0,5,-40.6,-65.25,446.77,20,130.2,0.6,8,17,5,16,6,11,6,1,29,2,4,5,-1500,-1,,MRD_x05_y00_z11,MRD_x05_y00_z11,
282,1,1,11,0,6,-20.3,-65.25,446.77,20,130.2,0.6,8,17,6,16,7,11,7,1,31,2,4,6,-1500,-1,,MRD_x06_y00_z11,MRD_x06_y00_z11,
283,1,1,11,0,7,0,-65.25,446.77,20,130.2,0.6,8,17,7,16,8,11,8,12,17,2,4,7,-1500,-1,,MRD_x07_y00_z11,MRD_x07_y00_z11,
284,1,1,11,0,8,20.3,-65.25,446.77,20,130.2,0.6,8,17,8,16,9,11,9,12,19,2,4,8,-1500,-1,,MRD_x08_y00_z11,MRD_x08_y00_z11,
285,1,1,11,0,9,40.6,-65.25,446.77,20,130.2,0.6,8,17,9,16,10,11,10,12,21,2,4,9,-1300,-1,,MRD_x09_y00_z11,MRD_x09_y00_z11,
286,1,1,11,0,10,60.9,-65.25,446.77,20,130.2,0.6,8,17,10,16,11,11,11,12,23,2,4,10,-1500,-1,,MRD_x10_y00_z11,MRD_x10_y00_z11,
287,1,1,11,0,11,81.2,-65.25,446.77,20,130.2,0.6,8,17,11,16,12,11,12,12,25,2,4,11,-1500,-1,,MRD_x11_y00_z11,MRD_x11_y00_z11,
288,1,1,11,0,12,101.5,-65.25,446.77,20,130.2,0.6,8,17,12,16,13,11,13,12,27,2,4,12,-1500,-1,,MRD_x12_y00_z11,MRD_x12_y00_z11,
289,1,1,11,0,13,121.8,-65.25,446.77,20,130.2,0.6,8,17,13,16,14,11,14,12,29,2,4,13,-1500,-1,,MRD_x13_y00_z11,MRD_x13_y00_z11,
290,1,1,11,0,14,142.1,-65.25,446.77,20,130.2,0.6,8,17,14,16,15,11,15,12,31,2,4,14,-1500,-1,,MRD_x14_y00_z11,MRD_x14_y00_z11,
291,1,1,11,1,0,-142.1,65.25,446.77,20,130.2,0.6,8,17,16,18,1,12,1,1,20,2,5,0,-1500,-1,,MRD_x00_y01_z11,MRD_x00_y01_z11,
292,1,1,11,1,1,-121.8,65.25,446.77,20,130.2,0.6,8,17,17,18,2,12,2,1,22,2,5,1,-1500,-1,,MRD_x01_y01_z11,MRD_x01_y01_z11,
293,1,1,11,1,2,-101.5,65.25,446.77,20,130.2,0.6,8,17,18,18,3,12,3,1,24,2,5,3,-1500,-1,,MRD_x02_y01_z11,MRD_x02_y01_z11,
294,1,1,11,1,3,-81.2,65.25,446.77,20,130.2,0.6,8,17,19,18,4,12,4,1,26,2,5,4,-1500,-1,,MRD_x03_y01_z11,MRD_x03_y01_z11,
295,1,1,11,1,4,-60.9,65.25,446.77,20,130.2,0.6,8,17,20,18,5,12,5,1,28,2,5,5,-1500,-1,,MRD_x04_y01_z11,MRD_x04_y01_z11,
296,1,1,11,1,5,-40.6,65.25,446.77,20,130.2,0.6,8,17,21,18,6,12,6,1,30,2,5,6,-1500,-1,,MRD_x05_y01_z11,MRD_x05_y01_z11,
297,1,1,11,1,6,-20.3,65.25,446.77,20,130.2,0.6,8,17,22,18,7,12,7,1,32,2,5,7,-1500,-1,,MRD_x06_y01_z11,MRD_x06_y01_z11,
298,1,1,11,1,7,0,65.25,446.77,20,130.2,0.6,8,17,23,18,8,12,8,10,1,2,5,8,-1500,-1,,MRD_x07_y01_z11,MRD_x07_y01_z11,
299,1,1,11,1,8,20.3,65.25,446.77,20,130.2,0.6,8,17,24,18,9,12,9,10,2,2,5,9,-1500,-1,,MRD_x08_y01_z11,MRD_x08_y01_z11,
300,1,1,11,1,9,40.6,65.25,446.77,20,130.2,0.6,8,17,25,18,10,12,10,10,3,2,5,10,-1300,-1,,MRD_x09_y01_z11,MRD_x09_y01_z11,
301,1,1,11,1,10,60.9,65.25,446.77,20,130.2,0.6,8,17,26,18,11,12,11,10,4,2,5,11,-1300,-1,,MRD_x10_y01_z11,MRD_x10_y01_z11,
302,1,1,11,1,11,81.2,65.25,446.77,20,130.2,0.6,8,17,27,18,12,12,12,10,5,2,5,12,-1300,-1,,MRD_x11_y01_z11,MRD_x11_y01_z11,
303,1,1,11,1,12,101.5,65.25,446.77,20,130.2,0.6,8,17,28,18,13,12,13,10,6,2,5,13,-1300,-1,,MRD_x12_y01_z11,MRD_x12_y01_z11,
304,1,1,11,1,13,121.8,65.25,446.77,20,130.2,0.6,8,17,29,18,14,12,14,10,7,2,5,14,-1500,-1,,MRD_x13_y01_z11,MRD_x13_y01_z11,
305,1,1,11,1,14,142.1,65.25,446.77,20,130.2,0.6,8,17,30,18,15,12,15,10,8,2,5,14,-1500,-1,,MRD_x14_y01_z11,MRD_x14_y01_z11,
306,1,0,12,0,0,-73.75,-121.8,458.88,147.2,20,0.6,7,22,0,21,1,11,1,-1,-1,2,6,0,-2100,-1,,MRD_x00_y00_z12,MRD_x00_y00_z12,
307,1,0,12,0,1,-73.75,-101.5,458.88,147.2,20,0.6,7,22,1,21,2,11,2,-1,-1,2,6,1,-2100,-1,,MRD_x00_y01_z12,MRD_x00_y01_z12,
308,1,0,12,0,2,-73.75,-81.2,458.88,147.2,20,0.6,7,22,2,21,3,11,3,-1,-1,2,6,2,-2100,-1,,MRD_x00_y02_z12,MRD_x00_y02_z12,
309,1,0,12,0,3,-73.75,-60.9,458.88,147.2,20,0.6,7,22,3,21,4,11,4,-1,-1,2,6,3,-2100,-1,,MRD_x00_y03_z12,MRD_x00_y03_z12,
310,1,0,12,0,4,-73.75,-40.6,458.88,147.2,20,0.6,7,22,4,21,5,11,5,-1,-1,2,6,4,-1900,-1,,MRD_x00_y04_z12,MRD_x00_y04_z12,
311,1,0,12,0,5,-73.75,-20.3,458.88,147.2,20,0.6,7,22,5,21,6,11,6,-1,-1,2,6,5,-2100,-1,,MRD_x00_y05_z12,MRD_x00_y05_z12,
312,1,0,12,0,6,-73.75,0,458.88,147.2,20,0.6,7,22,6,21,7,11,7,-1,-1,2,6,6,-1900,-1,,MRD_x00_y06_z12,MRD_x00_y06_z12,
313,1,0,12,0,7,-73.75,20.3,458.88,147.2,20,0.6,7,22,7,21,8,11,8,-1,-1,2,6,7,-2100,-1,,MRD_x00_y07_z12,MRD_x00_y07_z12,
314,1,0,12,0,8,-73.75,40.6,458.88,147.2,20,0.6,7,22,8,21,9,11,9,-1,-1,2,6,8,-2100,-1,,MRD_x00_y08_z12,MRD_x00_y08_z12,
315,1,0,12,0,9,-73.75,60.9,458.88,147.2,20,0.6,7,22,9,21,10,11,10,-1,-1,2,6,9,-2100,-1,,MRD_x00_y09_z12,MRD_x00_y09_z12,
316,1,0,12,0,10,-73.75,81.2,458.88,147.2,20,0.6,7,22,10,21,11,11,11,-1,-1,2,6,10,-2100,-1,,MRD_x00_y10_z12,MRD_x00_y10_z12,
317,1,0,12,0,11,-73.75,101.5,458.88,147.2,20,0.6,7,22,11,21,12,11,12,-1,-1,2,6,11,-2100,-1,,MRD_x00_y11_z12,MRD_x00_y11_z12,
318,1,0,12,0,12,-73.75,121.8,458.88,147.2,20,0.6,7,22,12,21,13,11,13,-1,-1,2,6,12,-2100,-1,,MRD_x00_y12_z12,MRD_x00_y12_z12,
319,1,0,12,1,0,73.75,-121.8,458.88,147.2,20,0.6,7,22,16,23,1,12,1,-1,-1,2,7,0,-2100,-1,,MRD_x01_y00_z12,MRD_x01_y00_z12,
320,1,0,12,1,1,73.75,-101.5,458.88,147.2,20,0.6,7,22,17,23,2,12,2,-1,-1,2,7,1,-2100,-1,,MRD_x01_y01_z12,MRD_x01_y01_z12,
321,1,0,12,1,2,73.75,-81.2,458.88,147.2,20,0.6,7,22,18,23,3,12,3,-1,-1,2,7,2,-2100,-1,,MRD_x01_y02_z12,MRD_x01_y02_z12,
322,1,0,12,1,3,73.75,-60.9,458.88,147.2,20,0.6,7,22,19,23,4,12,4,-1,-1,2,7,3,-2100,-1,,MRD_x01_y03_z12,MRD_x01_y03_z12,
323,1,0,12,1,4,73.75,-40.6,458.88,147.2,20,0.6,7,22,20,23,5,12,5,-1,-1,2,7,4,-2100,-1,,MRD_x01_y04_z12,MRD_x01_y04_z12,
324,1,0,12,1,5,73.75,-20.3,458.88,147.2,20,0.6,7,22,21,23,6,12,6,-1,-1,2,7,5,-2100,-1,,MRD_x01_y05_z12,MRD_x01_y05_z12,
325,1,0,12,1,6,73.75,0,458.88,147.2,20,0.6,7,22,22,23,7,12,7,-1,-1,2,7,6,-2100,-1,,MRD_x01_y06_z12,MRD_x01_y06_z12,
326,1,0,12,1,7,73.75,20.3,458.88,147.2,20,0.6,7,22,23,23,8,12,8,-1,-1,2,7,7,-2100,-1,,MRD_x01_y07_z12,MRD_x01_y07_z12,
327,1,0,12,1,8,73.75,40.6,458.88,147.2,20,0.6,7,22,24,23,9,12,9,-1,-1,2,7,8,-2100,-1,,MRD_x01_y08_z12,MRD_x01_y08_z12,
328,1,0,12,1,9,73.75,60.9,458.88,147.2,20,0.6,7,22,25,23,10,12,10,-1,-1,2,7,9,-2100,-1,,MRD_x01_y09_z12,MRD_x01_y09_z12,
329,1,0,12,1,10,73.75,81.2,458.88,147.2,20,0.6,7,22,26,23,11,12,11,-1,-1,2,7,10,-2100,-1,,MRD_x01_y10_z12,MRD_x01_y10_z12,
330,1,0,12,1,11,73.75,101.5,458.88,147.2,20,0.6,7,22,27,23,12,12,12,-1,-1,2,7,11,-2100,-1,,MRD_x01_y11_z12,MRD_x01_y11_z12,
331,1,0,12,1,12,73.75,121.8,458.88,147.2,20,0.6,7,22,28,23,13,12,13,-1,-1,2,7,12,-2100,-1,,MRD_x01_y12_z12,MRD_x01_y12_z12,
